"","playlist","acou","dance","energy","loud","speech","tempo","val"
"474",1,0.948,0.151,0.0796,0.591438758206879,0.0408,0.310686374122143,0.0306
"475",1,0.989,0.436,0.138,0.549763033175355,0.0487,0.401548990663881,0.775
"476",1,0.918,0.0636,0.0344,0.42232270968303,0.0503,0.0926135383317677,0.0353
"477",1,0.944,0.216,0.0959,0.600917431192661,0.0489,0.118717609544441,0.0381
"478",1,0.944,0.123,0.0501,0.590047393364929,0.0455,0.0968246969435552,0.0581
"480",1,0.902,0.0811,0.0122,0.350036958128614,0.0511,0.147678111560557,0.0384
"481",1,0.963,0.603,0.00215,0.510283055785034,0.0925,0.358363846660149,0.106
"482",1,0.963,0.358,0.255,0.586742901865299,0.0418,0.388992197534651,0.552
"483",1,0.917,0.278,0.151,0.633679725205444,0.042,0.305248292212232,0.167
"484",1,0.993,0.345,0.044,0.456280707856863,0.0434,0.105087258529353,0.0398
"485",1,0.929,0.241,0.0553,0.528479499108657,0.0358,0.123094914019516,0.281
"488",1,0.984,0.321,0.0118,0.45097612939693,0.0413,0.394666717788471,0.316
"489",1,0.976,0.363,0.115,0.683290577851211,0.0689,0.530260912907617,0.231
"490",1,0.922,0.107,0.0404,0.512544023653202,0.0433,0.202333710356638,0.0322
"491",1,0.941,0.207,0.0351,0.29279533892778,0.0463,0.336969371649126,0.0956
"492",1,0.989,0.248,0.0278,0.506413322318362,0.0373,0.102122193892222,0.0383
"494",1,0.977,0.146,0.133,0.662267924692378,0.039,0.786317249135722,0.0581
"495",1,0.972,0.189,0.0448,0.481129614331058,0.0761,0.772226801883839,0.286
"496",1,0.941,0.575,0.634,0.691073524935867,0.0487,0.89813341512822,0.904
"497",1,0.903,0.511,0.25,0.710661333101439,0.0342,0.360248963185911,0.396
"499",1,0.948,0.0704,0.0657,0.636745075872864,0.0387,0.061173628817361,0.0361
"500",1,0.945,0.152,0.0493,0.527283794947606,0.0361,0.240911501766897,0.0357
"501",1,0.99,0.281,0.113,0.698878212096178,0.0586,0.19322763900338,0.232
"502",1,0.978,0.139,0.0676,0.498478194704118,0.0405,0.229012901865307,0.0376
"504",1,0.748,0.278,0.373,0.708291664854994,0.0446,0.187514777396494,0.284
"505",1,0.933,0.388,0.276,0.733575372842297,0.0277,0.293285790055531,0.427
"507",1,0.958,0.0903,0.083,0.598156441584417,0.0387,0.217261277150471,0.032
"508",1,0.992,0.359,0.137,0.625614157137267,0.048,0.138169456000102,0.201
"509",1,0.846,0.193,0.196,0.673159702595765,0.0416,0.273539993226361,0.038
"510",1,0.994,0.491,0.0176,0.47489021261794,0.0644,0.475106876521673,0.0901
"511",1,0.99,0.304,0.0143,0.391430062176616,0.0404,0.620740115918691,0.126
"512",1,0.994,0.389,0.0174,0.357450323927127,0.0393,0.267105036136725,0.327
"515",1,0.975,0.151,0.0145,0.400060872211835,0.0416,0.0217203765120871,0.0356
"516",1,0.986,0.135,0.065,0.563567981216575,0.0507,0.153365412265399,0.0574
"517",1,0.894,0.229,0.00756,0.473585808078612,0.0398,0.514362031836104,0.0399
"518",1,0.923,0.386,0.325,0.751597895560677,0.0427,0.66554198697672,0.224
"519",1,0.982,0.161,0.0247,0.512804904561068,0.0384,0.265392455699762,0.0352
"521",1,0.987,0.211,0.0117,0.294382364450628,0.0412,0.249237965607806,0.0672
"522",1,0.991,0.531,0.0275,0.504000173920605,0.071,0.544575018052387,0.0552
"523",1,0.99,0.367,0.0452,0.461107004652376,0.0528,0.254548243007496,0.151
"524",1,0.991,0.539,0.1,0.562524457585112,0.052,0.522464837784126,0.602
"525",1,0.985,0.271,0.00954,0.288642984477586,0.0357,0.47871735393542,0.629
"526",1,0.916,0.3,0.0167,0.501521805295882,0.0422,0.38101719609685,0.159
"529",1,0.837,0.333,0.465,0.658789512587504,0.0462,0.757292844864495,0.641
"531",1,0.961,0.202,0.0444,0.52228357754685,0.0439,0.19286339614925,0.0375
"533",1,0.793,0.0994,0.121,0.673768424714118,0.0433,0.242726325812038,0.0378
"535",1,0.902,0.114,0.0158,0.511152658811253,0.0351,0.200812836685007,0.0481
"536",1,0.979,0.312,0.0528,0.494847602069655,0.0405,0.369700106716766,0.0553
"537",1,0.989,0.279,0.00461,0.258032957954694,0.0439,0.11738205241263,0.039
"538",1,0.994,0.242,0.00898,0.36836384190617,0.0424,0.111419972010812,0.0549
"539",1,0.947,0.322,0.264,0.756250271750946,0.0388,0.517729680680431,0.176
"541",1,0.884,0.132,0.15,0.641549632592721,0.0396,0.169935267015573,0.0342
"542",1,0.965,0.11,0.0438,0.61424409756946,0.0442,0.188581945056841,0.0368
"543",1,0.996,0.425,0.00472,0.236205921996609,0.0479,0.194812414930123,0.484
"544",1,0.973,0.138,0.0967,0.573916257228575,0.0386,0.0904919834620964,0.0384
"545",1,0.821,0.26,0.153,0.593417105091526,0.0475,0.30867984331167,0.0885
"546",1,0.996,0.449,0.00631,0.276707682942737,0.041,0.114263622363233,0.0676
"547",1,0.932,0.181,0.193,0.741445280229575,0.0497,0.170759606106499,0.0382
"548",1,0.967,0.251,0.304,0.707139440845254,0.0352,0.738128558556832,0.439
"549",1,0.991,0.192,0.0181,0.411648332536197,0.0416,0.119746435851721,0.0359
"550",1,0.976,0.0802,0.00652,0.291773555371973,0.0446,0.195956265296602,0.0377
"552",1,0.968,0.331,0.235,0.682899256489413,0.04,0.17142418955965,0.0722
"553",1,0.988,0.246,0.0804,0.598482542719249,0.0525,0.659113420112596,0.246
"554",1,0.922,0.251,0.293,0.791425714161485,0.0423,0.331997776201522,0.0616
"555",1,0.98,0.166,0.0127,0.410670029131701,0.0427,0.132341570334017,0.0525
"556",1,0.952,0.314,0.00627,0.529349102134875,0.047,0.372626830000831,0.326
"557",1,0.969,0.248,0.0364,0.50963085351537,0.0413,0.52792848059608,0.0379
"558",1,0.987,0.299,0.0131,0.356972042262707,0.0627,0.499504757522893,0.0736
"559",1,0.994,0.222,0.0119,0.345667202921866,0.0357,0.136303510150873,0.14
"560",1,0.992,0.34,0.141,0.62128788208183,0.0435,0.123408035069558,0.19
"561",1,0.961,0.236,0.143,0.624570633505805,0.044,0.406488634983929,0.0594
"562",1,0.989,0.143,0.155,0.659767815992,0.0457,0.0408207605646403,0.0659
"565",1,0.957,0.124,0.0398,0.590112613591895,0.0379,0.195847631462914,0.0358
"566",1,0.971,0.51,0.237,0.648876038088612,0.064,0.643118685658417,0.226
"568",1,0.864,0.459,0.186,0.700573937997304,0.0371,0.423729463412764,0.461
"569",1,0.887,0.15,0.35,0.808209052567503,0.0495,0.137869115401083,0.193
"570",1,0.95,0.176,0.11,0.601613113613635,0.0387,0.498693198882989,0.0413
"571",1,0.959,0.146,0.0485,0.519066046349841,0.0397,0.324380627392341,0.0369
"573",1,0.839,0.386,0.0738,0.638853863211444,0.0433,0.581861983909412,0.172
"574",1,0.965,0.168,0.144,0.654789338666899,0.0422,0.233492449948559,0.0357
"575",1,0.995,0.629,0.00503,0.406713335362407,0.0572,0.110832071263795,0.325
"577",1,0.883,0.502,0.258,0.595851993564938,0.0497,0.261935343698279,0.4
"582",1,0.995,0.453,0.00715,0.323840166963781,0.0709,0.536542504584987,0.257
"583",1,0.985,0.229,0.0765,0.523522761859211,0.0532,0.524349954309888,0.072
"584",1,0.959,0.279,0.302,0.722835775468499,0.0396,0.561719993098557,0.167
"585",1,0.945,0.149,0.293,0.737379886082004,0.0373,0.212474998242688,0.124
"587",1,0.954,0.169,0.137,0.611396147658594,0.032,0.247953530280084,0.0558
"588",1,0.991,0.224,0.0988,0.439519109526501,0.0382,0.28060119241608,0.277
"589",1,0.959,0.149,0.0511,0.507782947084656,0.0442,0.191566180370505,0.0537
"592",1,0.95,0.235,0.0561,0.553154484977608,0.0442,0.358970918083699,0.0518
"593",1,0.976,0.128,0.0159,0.30783947128136,0.0399,0.147486404795225,0.0373
"594",1,0.964,0.0668,0.0245,0.539240836558111,0.0503,0.0881276000230048,0.0326
"595",1,0.987,0.622,0.00597,0.428366450715249,0.175,0.332477043114852,0.212
"597",1,0.971,0.209,0.157,0.650767424670638,0.0391,0.35015879710395,0.0338
"598",1,0.966,0.386,0.199,0.683638419061698,0.0488,0.602892216066305,0.163
"599",1,0.97,0.18,0.0951,0.533218835601548,0.048,0.154790432554365,0.0527
"603",1,0.994,0.261,0.0788,0.528479499108657,0.0494,0.0812964489516835,0.143
"606",1,0.955,0.0919,0.0997,0.586482020957433,0.0371,0.171430579785161,0.0333
"607",1,0.981,0.249,0.0317,0.470476977259881,0.0542,0.525883608432542,0.0855
"609",1,0.916,0.189,0.0947,0.636875516326797,0.0381,0.186492341314725,0.131
"611",1,0.938,0.322,0.0458,0.551828340362625,0.0539,0.663158432861096,0.037
"612",1,0.906,0.296,0.252,0.656485064568025,0.0451,0.245966170146144,0.3
"614",1,0.923,0.193,0.0647,0.589677812078786,0.0453,0.24225344912422,0.0697
"615",1,0.894,0.0718,0.00848,0.30007826427236,0.0439,0.133357616190275,0.0468
"616",1,0.991,0.43,0.421,0.781860080873081,0.0528,0.386928154694579,0.0473
"617",1,0.984,0.147,0.0649,0.546306361146137,0.048,0.814913508297708,0.0588
"618",1,0.992,0.302,0.0369,0.441562676638115,0.0385,0.147748404041179,0.0398
"619",1,0.931,0.416,0.0509,0.578959954780643,0.0478,0.481407638875576,0.353
"620",1,0.944,0.148,0.0722,0.511717900778295,0.0427,0.232847037171942,0.0467
"621",1,0.874,0.74,0.324,0.667898604287143,0.0449,0.489350689185821,0.319
"622",1,0.984,0.229,0.0569,0.60935258054698,0.0416,0.49724900791749,0.0358
"623",1,0.983,0.301,0.0679,0.598982564459324,0.0358,0.380946903616229,0.222
"624",1,0.921,0.225,0.0392,0.359102569676942,0.0413,0.222341506431762,0.0705
"625",1,0.976,0.233,0.168,0.601417452932736,0.0341,0.112269872003783,0.0635
"626",1,0.984,0.376,0.0726,0.459259098221662,0.0425,0.409351456012883,0.228
"628",1,0.984,0.187,0.0407,0.544610635245011,0.0429,0.48867971550716,0.0312
"629",1,0.868,0.108,0.0449,0.475433714509327,0.0478,0.230655189821649,0.0347
"630",1,0.933,0.446,0.334,0.76912039653898,0.0545,0.263973825636307,0.362
"633",1,0.942,0.175,0.0641,0.624288012522283,0.0382,0.0945817277891737,0.103
"635",1,0.99,0.271,0.065,0.504434975433715,0.0381,0.0878336496494961,0.0481
"636",1,0.609,0.178,0.153,0.642788816905083,0.039,0.0847663414041882,0.0387
"637",1,0.96,0.368,0.242,0.680290447410757,0.0382,0.233339084536293,0.177
"638",1,0.976,0.138,0.111,0.662702726205487,0.0451,0.185450734556423,0.0388
"639",1,0.92,0.146,0.0841,0.572698812991869,0.0474,0.159928173865256,0.117
"640",1,0.946,0.395,0.447,0.809296056350276,0.0375,0.661477803551687,0.542
"641",1,0.963,0.323,0.0267,0.463911474411931,0.0746,0.134814587606797,0.0372
"642",1,0.286,0.46,0.0544,0.445345449802165,0.0407,0.488379374908141,0.251
"643",1,0.832,0.0757,0.00462,0.437171181355711,0.0419,0.17492603313971,0.0362
"646",1,0.963,0.308,0.217,0.598004261054828,0.0429,0.367073724031721,0.443
"647",1,0.986,0.32,0.0244,0.456237227705552,0.0458,0.365092754123293,0.109
"649",1,0.985,0.214,0.165,0.609874342362711,0.0352,0.317140501888312,0.2
"650",1,0.933,0.519,0.184,0.495956345928084,0.0624,0.31000261999246,0.772
"651",1,0.873,0.205,0.0686,0.55089351710944,0.0462,0.251359520477478,0.0359
"652",1,0.935,0.193,0.095,0.549436932040523,0.0468,0.35782706771722,0.0419
"653",1,0.954,0.24,0.275,0.734531936171138,0.0398,0.234661861217082,0.196
"654",1,0.977,0.206,0.072,0.599308665594156,0.0469,0.168753075296027,0.0397
"655",1,0.885,0.442,0.256,0.739966955085004,0.0469,0.563330329927343,0.274
"656",1,0.23,0.128,0.0155,0.306100265228923,0.0418,0.137306775556109,0.04
"657",1,0.978,0.163,0.0315,0.459998260793948,0.0345,0.779518049191956,0.084
"659",1,0.977,0.151,0.0215,0.379059959128658,0.0496,0.54538018646678,0.0326
"660",1,0.973,0.346,0.11,0.578981694856298,0.065,0.0736920805935241,0.13
"662",1,0.972,0.0992,0.00845,0.285990695247619,0.0383,0.213024557636639,0.0374
"663",1,0.978,0.186,0.124,0.727944693247532,0.0434,0.169078976797091,0.248
"664",1,0.967,0.149,0.0759,0.579568676898996,0.0389,0.293535008850462,0.0359
"666",1,0.912,0.292,0.164,0.673137962520109,0.0342,0.626344343691889,0.284
"667",1,0.991,0.0992,0.0585,0.515783294925866,0.05,0.222788822217536,0.0261
"668",1,0.921,0.208,0.0728,0.587395104134962,0.0385,0.201477420138157,0.0466
"670",1,0.921,0.367,0.163,0.661072220531327,0.0405,0.437500399389095,0.192
"672",1,0.99,0.291,0.0759,0.536479846949867,0.0413,0.0882362338566928,0.213
"673",1,0.963,0.341,0.247,0.690660463498413,0.0457,0.164637770066906,0.0994
"674",1,0.984,0.214,0.134,0.510696117222488,0.0386,0.544453603767677,0.219
"675",1,0.976,0.193,0.0457,0.497804252358798,0.0394,0.330004025842072,0.0359
"676",1,0.984,0.396,0.132,0.518392104004522,0.0462,0.367092894708254,0.0902
"677",1,0.974,0.0902,0.065,0.625940258272099,0.0396,0.146035823604215,0.0426
"679",1,0.993,0.0664,0.0487,0.471129179529545,0.0463,0.128226265104896,0.0344
"680",1,0.98,0.266,0.181,0.588569068220357,0.0418,0.539437276741496,0.0753
"682",1,0.869,0.294,0.134,0.59665637636419,0.05,0.411913936442817,0.558
"683",1,0.759,0.103,0.000978,0,0.0506,0.256963748250676,0.0367
"684",1,0.976,0.265,0.169,0.694399756511153,0.036,0.188952578136482,0.0399
"686",1,0.988,0.483,0.129,0.537066828992565,0.0793,0.444459354970637,0.927
"687",1,0.985,0.155,0.00395,0.205400234792817,0.0413,0.802177788854169,0.0478
"688",1,0.973,0.166,0.0183,0.420713944084525,0.0481,0.386276351692451,0.0366
"689",1,0.962,0.122,0.0963,0.582916648549937,0.0375,0.205880285515276,0.133
"690",1,0.908,0.0862,0.0189,0.392343145354146,0.0463,0.747138776527424,0.0368
"691",1,0.99,0.289,0.25,0.622766207226401,0.0372,0.596457258976669,0.039
"692",1,0.948,0.13,0.0295,0.58237314665855,0.0443,0.0772386557521615,0.0309
"693",1,0.898,0.33,0.0649,0.512609243880169,0.0443,0.204193265980356,0.34
"694",1,0.766,0.491,0.464,0.777881647028132,0.0505,0.192588616452275,0.187
"695",1,0.981,0.358,0.068,0.552915344145398,0.0365,0.111324118628146,0.0379
"696",1,0.99,0.198,0.0874,0.577112048349928,0.041,0.178849631603499,0.0394
"697",1,0.989,0.25,0.0799,0.437149441280056,0.0396,0.105227843490597,0.557
"698",1,0.996,0.537,0.0128,0.554132788382104,0.0575,0.519908747579702,0.0841
"699",1,0.986,0.309,0.2,0.517718161659203,0.0397,0.474557317127721,0.757
"700",1,0.891,0.144,0.0868,0.55256750293491,0.0387,0.274901111260216,0.0737
