"","playlist","acou","dance","energy","loud","speech","tempo","val"
"312",0,0.301,0.442,0.598,0.953541458324275,0.032,0.533002319651861,0.179
"313",0,0.00133,0.291,0.79,0.936388538632114,0.0363,0.666008473439028,0.513
"314",0,0.336,0.59,0.451,0.881799208661246,0.0417,0.500258804133198,0.334
"315",0,0.817,0.383,0.43,0.872016174616288,0.0302,0.355047319619909,0.174
"318",0,0.701,0.505,0.211,0.792164876733771,0.0312,0.189629942040655,0.74
"319",0,0.0109,0.449,0.499,0.956998130353494,0.0262,0.603473726587811,0.328
"320",0,0.0538,0.442,0.846,0.946584634114527,0.0764,0.490711807219677,0.622
"323",0,0.348,0.381,0.594,0.930149136918996,0.0486,0.590559080829963,0.273
"326",0,0.321,0.76,0.435,0.894604113222314,0.025,0.233677766488379,0.562
"327",0,0.891,0.396,0.305,0.919039958259055,0.0387,0.728191757887136,0.251
"328",0,0.049,0.562,0.891,0.953845819383451,0.0413,0.253091271590974,0.53
"330",0,0.163,0.209,0.418,0.869929127353363,0.0338,0.554805769095591,0.123
"332",0,0.821,0.52,0.308,0.877190312622288,0.0274,0.577331314022072,0.537
"333",0,0.901,0.403,0.324,0.884581938345145,0.0306,0.272370581957837,0.359
"334",0,0.0129,0.472,0.671,0.958867776859863,0.029,0.201343225402424,0.0681
"335",0,0.133,0.568,0.686,0.953389277794687,0.0903,0.618893340745995,0.4
"336",0,0.118,0.388,0.694,0.934518892125745,0.0735,0.600617295784368,0.365
"337",0,0.547,0.545,0.455,0.873798860820036,0.0259,0.335998057371445,0.355
"338",0,0.105,0.731,0.572,0.888429931736162,0.0445,0.655598796081514,0.947
"339",0,0.0972,0.611,0.831,0.942671420496543,0.394,0.784726082983469,0.915
"340",0,0.555,0.495,0.501,0.921866168094265,0.0295,0.770354465809099,0.387
"342",0,0.424,0.591,0.415,0.909148223835819,0.0437,0.249468013726204,0.197
"343",0,0.618,0.515,0.378,0.880277403365364,0.065,0.258414329441686,0.536
"344",0,0.675,0.554,0.41,0.911365711552676,0.0498,0.234853567982414,0.358
"345",0,0.0541,0.544,0.55,0.913061437453802,0.0248,0.59163263871582,0.246
"346",0,0.919,0.458,0.149,0.872103134918909,0.0391,0.397395344081693,0.165
"347",0,0.581,0.825,0.652,0.990738727770773,0.0802,0.284575912683959,0.931
"348",0,0.91,0.325,0.18,0.828470803078395,0.0311,0.134015809417914,0.0997
"349",0,0.112,0.495,0.589,0.956737249445628,0.0274,0.195272511166919,0.401
"351",1,0.991,0.24,0.0309,0.460585242836645,0.0578,0.204570289285509,0.0395
"352",1,0.928,0.23,0.138,0.815578938214705,0.0332,0.175060227875442,0.0371
"353",1,0.971,0.155,0.164,0.694812817948606,0.0434,0.189259308961013,0.0527
"354",1,0.991,0.15,0.0969,0.60767859472151,0.0425,0.188958968361993,0.0361
"355",1,0.21,0.087,0.0507,0.406322014000609,0.0432,0.210104224578085,0.0393
"357",1,0.989,0.672,0.0644,0.618222531414409,0.0763,0.375981698394136,0.468
"358",1,0.919,0.293,0.0382,0.586373320579156,0.0413,0.375828332981871,0.0549
"359",1,0.835,0.523,0.355,0.666528979520849,0.0631,0.40957511390577,0.257
"360",1,0.991,0.451,0.0351,0.458302534892821,0.0363,0.416284850692381,0.221
"361",1,0.941,0.146,0.253,0.734879777381625,0.0368,0.271795461661842,0.0379
"362",1,0.931,0.124,0.0847,0.530631766598548,0.0501,0.133619615436229,0.0348
"364",1,0.99,0.208,0.0181,0.403169703030567,0.0369,0.117132833617698,0.176
"366",1,0.978,0.202,0.0466,0.535914604982825,0.0465,0.497050910926647,0.0366
"367",1,0.849,0.155,0.176,0.718270359580851,0.0374,0.214187578679652,0.0372
"372",1,0.891,0.118,0.167,0.642462715770251,0.0393,0.263520119625022,0.0272
"374",1,0.943,0.187,0.0169,0.39160398278186,0.0359,0.334777524298833,0.0843
"375",1,0.993,0.187,0.00914,0.380973085786339,0.0362,0.100326540523615,0.0383
"376",1,0.959,0.286,0.0436,0.572329231705726,0.0422,0.837918320137518,0.214
"378",1,0.975,0.233,0.0252,0.520261750510892,0.0346,0.276645642824735,0.0936
"379",1,0.936,0.187,0.0236,0.410670029131701,0.0397,0.52031772201241,0.0374
"380",1,0.927,0.367,0.316,0.744923692334449,0.0429,0.623973570027286,0.242
"381",1,0.886,0.236,0.113,0.577329449106483,0.0497,0.215356989948175,0.115
"382",1,0.965,0.227,0.0306,0.519957389451715,0.0476,0.516368562646576,0.0355
"383",1,0.992,0.43,0.168,0.580090438714727,0.0617,0.629373310584131,0.601
"384",1,0.984,0.0815,0.122,0.603613200573938,0.0499,0.162343679108436,0.0343
"386",1,0.901,0.166,0.0952,0.558111222227053,0.0491,0.0819993737578999,0.0388
"388",1,0.994,0.444,0.0614,0.602569676942476,0.0504,0.256899845995565,0.0699
"390",1,0.995,0.27,0.0533,0.475564154963259,0.0399,0.110512559988242,0.0489
"391",1,0.991,0.319,0.158,0.588264707161181,0.0585,0.189917502188652,0.163
"392",1,0.527,0.332,0.218,0.717052915344145,0.0392,0.467675044252312,0.538
"393",1,0.993,0.29,0.00509,0.436932040523501,0.0397,0.0963198691281815,0.108
"394",1,0.956,0.113,0.222,0.772903169703031,0.0438,0.800759158790714,0.0493
"395",1,0.933,0.201,0.0856,0.592895343275795,0.0443,0.420380985244969,0.138
"396",1,0.89,0.275,0.157,0.652267489890865,0.0636,0.139594476289068,0.304
"397",1,0.929,0.226,0.0502,0.489173442323579,0.0496,0.468582456274882,0.0424
"398",1,0.974,0.102,0.0733,0.535284142788817,0.0488,0.143843976253922,0.0308
"399",1,0.979,0.513,0.147,0.695573720596548,0.0845,0.562116187080242,0.126
"400",1,0.991,0.223,0.0217,0.416822470542198,0.0373,0.265673625622248,0.0386
"401",1,0.942,0.13,0.107,0.584503674072786,0.0443,0.270958342119893,0.0457
"402",1,0.971,0.132,0.0219,0.367320318274708,0.0428,0.0932142195298072,0.0602
"404",1,0.99,0.267,0.103,0.553915387625549,0.0431,0.718101591805175,0.0723
"405",1,0.971,0.148,0.0441,0.516978999086917,0.0418,0.153819118276684,0.0883
"406",1,0.839,0.074,0.0114,0.345428062089656,0.0438,0.179642019566871,0.0339
"407",1,0.994,0.311,0.0075,0.394278012087482,0.0397,0.106678424681607,0.0387
"410",1,0.984,0.429,0.231,0.599373885821123,0.0348,0.248400846065858,0.354
"413",1,0.887,0.357,0.00648,0.511348319492152,0.0456,0.319549616905981,0.0925
"421",1,0.987,0.496,0.411,0.611983129701291,0.0799,0.515422809270939,0.563
"422",1,0.73,0.442,0.079,0.407104656724205,0.0363,0.513141498763491,0.422
"423",1,0.72,0.333,0.125,0.639506065481108,0.0337,0.394768961396648,0.203
"426",1,0.969,0.223,0.158,0.566698552110961,0.0407,0.639463476666092,0.0373
"427",1,0.966,0.0691,0.0188,0.369255185008044,0.0433,0.156707500207682,0.0368
"428",1,0.987,0.189,0.00371,0.269294317144224,0.0359,0.112710797564046,0.0737
"430",1,0.967,0.176,0.0131,0.476585938519066,0.0411,0.277840614995303,0.0541
"431",1,0.833,0.0794,0.00755,0.329796947693378,0.0591,0.20270434343628,0.0304
"432",1,0.903,0.359,0.188,0.617939910430888,0.0556,0.156713890433193,0.266
"433",1,0.97,0.314,0.0193,0.438932127483804,0.045,0.451175481982759,0.126
"437",1,0.945,0.248,0.0674,0.587329883907996,0.0383,0.188287994683332,0.152
"438",1,0.853,0.217,0.0653,0.605700247836862,0.0398,0.289643361514228,0.0496
"439",1,0.848,0.14,0.0347,0.517848602113135,0.0414,0.202205905846417,0.0378
"440",1,0.978,0.132,0.0083,0.402930562198356,0.0616,0.184696687946118,0.0391
"442",1,0.939,0.156,0.0335,0.501565285447193,0.0411,0.100665222475701,0.0359
"443",1,0.97,0.0959,0.00665,0.358863428844732,0.0487,0.23489190933548,0.0661
"445",1,0.996,0.427,0.0067,0.304665420235662,0.0587,0.205330726121325,0.0397
"446",1,0.977,0.419,0.134,0.559589547371625,0.0323,0.591051128194314,0.531
"447",1,0.972,0.235,0.101,0.608265576764207,0.0477,0.805590169277074,0.046
"448",1,0.975,0.258,0.11,0.340362624461933,0.0473,0.410393062771185,0.654
"450",1,0.928,0.171,0.0149,0.388582112265751,0.0428,0.477477650186275,0.0391
"451",1,0.522,0.246,0.125,0.685529805643724,0.0386,0.540958150413128,0.188
"452",1,0.946,0.329,0.07,0.503326231575286,0.0504,0.158656518988555,0.0541
"453",1,0.437,0.194,0.172,0.547132484021044,0.0396,0.243007495734524,0.0374
"454",1,0.995,0.492,0.00107,0.215096308535154,0.0587,0.511281943139773,0.301
"456",1,0.808,0.201,0.0628,0.605069785642854,0.0396,0.171111068509608,0.113
"457",1,0.985,0.155,0.0408,0.538501673985825,0.0363,0.171564774520893,0.0714
"458",1,0.925,0.721,0.351,0.765881125266316,0.0562,0.437506789614606,0.188
"459",1,0.977,0.296,0.0654,0.652376190269142,0.0353,0.160899488142937,0.277
"460",1,0.981,0.313,0.0678,0.533610156963346,0.0468,0.405875173334867,0.114
"461",1,0.987,0.37,0.00308,0.239879994782382,0.0483,0.126283636549534,0.0771
"463",1,0.903,0.102,0.0406,0.552197921648767,0.046,0.226060617679198,0.0714
"465",1,0.985,0.26,0.0284,0.503761033088395,0.0416,0.0706950648288378,0.0406
"466",1,0.923,0.188,0.0128,0.524718466020262,0.0376,0.135472780834436,0.0396
"467",1,0.932,0.188,0.0453,0.559567807295969,0.0442,0.268670641386935,0.0426
"468",1,0.851,0.0698,0.00405,0.213835384147137,0.0383,0.147869818325889,0.0356
"469",1,0.872,0.0821,0.128,0.699399973911909,0.0346,0.16979468205433,0.0427
"472",1,0.975,0.303,0.119,0.667420322622723,0.0386,0.277489152592195,0.038
